ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0002038083-24-000003	021-525537               	25-OCT-2024		X0708	D/A	LIVE		
0001013594-24-000845	021-495807               	25-OCT-2024		X0708	D/A	LIVE		
0001879785-24-000051	021-410578               	25-OCT-2024	6798	X0708	D/A	LIVE		
0001719799-24-000001	021-297221               	25-OCT-2024		X0708	D/A	LIVE		
0001293213-24-000001	021-66188                	25-OCT-2024		X0708	D/A	LIVE		
0001879785-24-000050	021-436198               	25-OCT-2024		X0708	D/A	LIVE		
0002028383-24-000002	021-527821               	25-OCT-2024		X0708	D	LIVE		
0001937991-24-000001	021-452313               	25-OCT-2024		X0708	D/A	LIVE		
0001552232-24-000001	021-179771               	25-OCT-2024		X0708	D/A	LIVE		
0001993324-24-000002	021-527820               	25-OCT-2024		X0708	D	LIVE		
0001586229-24-000001	021-203799               	25-OCT-2024		X0708	D/A	LIVE		
0002041360-24-000001	021-527819               	25-OCT-2024		X0708	D	LIVE		
0001835994-24-000001	021-401435               	25-OCT-2024		X0708	D/A	LIVE		
0002042040-24-000002	021-527818               	25-OCT-2024		X0708	D	LIVE		
0002042218-24-000001	021-527817               	25-OCT-2024		X0708	D	LIVE		
0000919574-24-006033	021-495672               	25-OCT-2024		X0708	D/A	LIVE		
0001717940-24-000001	021-295675               	25-OCT-2024		X0708	D/A	LIVE		
0001627628-24-000001	021-229925               	25-OCT-2024		X0708	D/A	LIVE		
0001013594-24-000844	021-129441               	25-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006030	021-66110                	25-OCT-2024		X0708	D/A	LIVE		
0001013594-24-000843	021-94844-7N             	25-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006027	021-44208                	25-OCT-2024		X0708	D/A	LIVE		
0002042474-24-000001	021-527816               	25-OCT-2024		X0708	D	LIVE		
0002042531-24-000001	021-527815               	25-OCT-2024		X0708	D	LIVE		
0001663577-24-000269	021-527814               	25-OCT-2024	6770	X0708	D	LIVE		
0001013594-24-000842	021-235950               	25-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006025	021-49024                	25-OCT-2024		X0708	D/A	LIVE		
0002032023-24-000001	021-527813               	25-OCT-2024		X0708	D	LIVE		
0002042211-24-000001	021-527812               	25-OCT-2024		X0708	D	LIVE		
0002042437-24-000001	021-527811               	25-OCT-2024		X0708	D	LIVE		
0002016991-24-000001	021-527810               	25-OCT-2024		X0708	D	LIVE		
0001574516-24-000001	021-195162               	25-OCT-2024		X0708	D/A	LIVE		
0001716699-24-000001	021-294421               	25-OCT-2024		X0708	D/A	LIVE		
0001996943-24-000001	021-496253               	25-OCT-2024		X0708	D/A	LIVE		
0001536998-24-000001	021-169961               	25-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006023	021-168202               	25-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006021	021-138967               	25-OCT-2024		X0708	D/A	LIVE		
0001944059-24-000001	021-458720               	25-OCT-2024		X0708	D/A	LIVE		
0001892232-24-000001	021-436590               	25-OCT-2024		X0708	D/A	LIVE		
0002042243-24-000002	021-527809               	25-OCT-2024		X0708	D	LIVE		
0000919574-24-006020	021-202361               	25-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006017	021-65279                	25-OCT-2024		X0708	D/A	LIVE		
0001543117-24-000001	021-173984               	25-OCT-2024		X0708	D/A	LIVE		
0001348327-24-000001	021-84530                	25-OCT-2024		X0708	D/A	LIVE		
0001536979-24-000002	021-170515               	25-OCT-2024		X0708	D/A	LIVE		
0002041294-24-000001	021-527808               	25-OCT-2024		X0708	D	LIVE		
0000919574-24-006015	021-527807               	25-OCT-2024		X0708	D	LIVE		
0000898432-24-000844	021-495602               	25-OCT-2024		X0708	D/A	LIVE		
0001536979-24-000001	021-170516               	25-OCT-2024		X0708	D/A	LIVE		
0002041607-24-000001	021-527806               	25-OCT-2024		X0708	D	LIVE		
0001536981-24-000001	021-170518               	25-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006013	021-168221               	25-OCT-2024		X0708	D/A	LIVE		
0001836919-24-000004	021-527805               	25-OCT-2024		X0708	D	LIVE		
0001536978-24-000001	021-170514               	25-OCT-2024		X0708	D/A	LIVE		
0001992431-24-000002	021-492153               	25-OCT-2024		X0708	D/A	LIVE		
0001663683-24-000001	021-257950               	25-OCT-2024		X0708	D/A	LIVE		
0001521489-24-000001	021-170523               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005991	021-379088               	25-OCT-2024		X0708	D/A	LIVE		
0002042607-24-000001	021-527804               	25-OCT-2024		X0708	D	LIVE		
0001013594-24-000841	021-297398               	25-OCT-2024		X0708	D/A	LIVE		
0001768622-24-000001	021-527803               	25-OCT-2024		X0708	D	LIVE		
0002042589-24-000001	021-527802               	25-OCT-2024		X0708	D	LIVE		
0001529071-24-000001	021-170525               	25-OCT-2024		X0708	D/A	LIVE		
0002014170-24-000004	021-507111               	25-OCT-2024		X0708	D/A	LIVE		
0002040770-24-000001	021-527801               	25-OCT-2024		X0708	D	LIVE		
0001536985-24-000001	021-170524               	25-OCT-2024		X0708	D/A	LIVE		
0001536984-24-000001	021-170522               	25-OCT-2024		X0708	D/A	LIVE		
0002041799-24-000002	021-527709               	25-OCT-2024		X0708	D/A	LIVE		
0001536986-24-000001	021-170526               	25-OCT-2024		X0708	D/A	LIVE		
0000945621-24-000822	021-462965               	25-OCT-2024		X0708	D/A	LIVE		
0002040642-24-000002	021-527800               	25-OCT-2024		X0708	D	LIVE		
0001888934-24-000003	021-418679               	25-OCT-2024		X0708	D/A	LIVE		
0001536983-24-000001	021-170521               	25-OCT-2024		X0708	D/A	LIVE		
0001566114-24-000086	021-228267               	25-OCT-2024		X0708	D/A	LIVE		
0001493152-24-042460	021-527799               	25-OCT-2024	2834	X0708	D	LIVE		
0001536982-24-000001	021-170520               	25-OCT-2024		X0708	D/A	LIVE		
0001140361-24-044222	021-527798               	25-OCT-2024		X0708	D	LIVE		
0001507589-24-000001	021-151879               	25-OCT-2024		X0708	D/A	LIVE		
0001768473-24-000003	021-333317               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005985	021-463046               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005984	021-136012               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005983	021-185365               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005982	021-185364               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005981	021-350989               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005980	021-418560               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005979	021-352348               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005978	021-495792               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005977	021-496584               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005976	021-495794               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005975	021-379265               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005974	021-463018               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005973	021-273822               	25-OCT-2024		X0708	D/A	LIVE		
0001663577-24-000267	021-527786               	25-OCT-2024		X0708	D	LIVE		
0001062993-24-017935	021-527793               	25-OCT-2024		X0708	D	LIVE		
0002042564-24-000001	021-527787               	25-OCT-2024		X0708	D	LIVE		
0002041366-24-000002	021-527796               	25-OCT-2024		X0708	D	LIVE		
0002036426-24-000001	021-527781               	25-OCT-2024		X0708	D	LIVE		
0001929171-24-000002	021-445869               	25-OCT-2024		X0708	D/A	LIVE		
0002042559-24-000002	021-527795               	25-OCT-2024		X0708	D	LIVE		
0001920890-24-000004	021-527791               	25-OCT-2024		X0708	D	LIVE		
0002042409-24-000001	021-527783               	25-OCT-2024		X0708	D	LIVE		
0002041884-24-000001	021-527797               	25-OCT-2024		X0708	D	LIVE		
0002039558-24-000001	021-527785               	25-OCT-2024		X0708	D	LIVE		
0001838144-24-000001	021-384602               	25-OCT-2024		X0708	D/A	LIVE		
0002042559-24-000001	021-527794               	25-OCT-2024		X0708	D	LIVE		
0001987319-24-000001	021-527782               	25-OCT-2024		X0708	D	LIVE		
0001920890-24-000005	021-527792               	25-OCT-2024		X0708	D	LIVE		
0002042499-24-000001	021-527789               	25-OCT-2024		X0708	D	LIVE		
0002039593-24-000002	021-527788               	25-OCT-2024		X0708	D	LIVE		
0002041984-24-000001	021-527784               	25-OCT-2024		X0708	D	LIVE		
0001997358-24-000002	021-495592               	25-OCT-2024		X0708	D/A	LIVE		
0002042489-24-000001	021-527780               	25-OCT-2024		X0708	D	LIVE		
0002014928-24-000003	021-527790               	25-OCT-2024		X0708	D	LIVE		
0001996520-24-000001	021-495958               	25-OCT-2024		X0708	D/A	LIVE		
0002042204-24-000002	021-527569               	25-OCT-2024		X0708	D/A	LIVE		
0001890291-24-000001	021-418551               	24-OCT-2024		X0708	D/A	LIVE		
0001012975-24-000452	021-463142               	24-OCT-2024		X0708	D/A	LIVE		
0001912203-24-000002	021-527779               	24-OCT-2024		X0708	D	LIVE		
0001012975-24-000451	021-463153               	24-OCT-2024		X0708	D/A	LIVE		
0001012975-24-000450	021-463150               	24-OCT-2024		X0708	D/A	LIVE		
0002040096-24-000001	021-527778               	24-OCT-2024		X0708	D	LIVE		
0002040107-24-000001	021-527777               	24-OCT-2024		X0708	D	LIVE		
0002020294-24-000001	021-527776               	24-OCT-2024		X0708	D	LIVE		
0001012975-24-000449	021-463131               	24-OCT-2024		X0708	D/A	LIVE		
0001980080-24-000001	021-483594               	24-OCT-2024		X0708	D/A	LIVE		
0001912203-24-000001	021-444721               	24-OCT-2024		X0708	D/A	LIVE		
0002034200-24-000002	021-527775               	24-OCT-2024		X0708	D	LIVE		
0001493152-24-042393	021-527774               	24-OCT-2024		X0708	D	LIVE		
0002040924-24-000001	021-527773               	24-OCT-2024		X0708	D	LIVE		
0002041693-24-000001	021-527772               	24-OCT-2024		X0708	D	LIVE		
0002020295-24-000001	021-527771               	24-OCT-2024		X0708	D	LIVE		
0002041012-24-000001	021-527770               	24-OCT-2024		X0708	D	LIVE		
0002040765-24-000001	021-527769               	24-OCT-2024		X0708	D	LIVE		
0001315863-24-000775	021-527768               	24-OCT-2024		X0708	D	LIVE		
0001979893-24-000001	021-483590               	24-OCT-2024		X0708	D/A	LIVE		
0001912209-24-000001	021-444720               	24-OCT-2024		X0708	D/A	LIVE		
0001840243-24-000004	021-527767               	24-OCT-2024		X0708	D	LIVE		
0002040923-24-000001	021-527766               	24-OCT-2024		X0708	D	LIVE		
0001315863-24-000774	021-527765               	24-OCT-2024		X0708	D	LIVE		
0002037942-24-000001	021-527764               	24-OCT-2024		X0708	D	LIVE		
0002042433-24-000001	021-527763               	24-OCT-2024		X0708	D	LIVE		
0000902664-24-005971	021-233149               	24-OCT-2024		X0708	D/A	LIVE		
0002042476-24-000001	021-527762               	24-OCT-2024		X0708	D	LIVE		
0002014691-24-000004	021-520407               	24-OCT-2024		X0708	D/A	LIVE		
0002032597-24-000001	021-527761               	24-OCT-2024		X0708	D	LIVE		
0001996424-24-000001	021-494834               	24-OCT-2024		X0708	D/A	LIVE		
0001948685-24-000001	021-460987               	24-OCT-2024		X0708	D/A	LIVE		
0001996428-24-000001	021-494833               	24-OCT-2024		X0708	D/A	LIVE		
0002036500-24-000003	021-527760               	24-OCT-2024		X0708	D	LIVE		
0001793533-24-000001	021-354407               	24-OCT-2024		X0708	D/A	LIVE		
0002042401-24-000001	021-527759               	24-OCT-2024		X0708	D	LIVE		
0002042411-24-000001	021-527758               	24-OCT-2024		X0708	D	LIVE		
0002041674-24-000001	021-527757               	24-OCT-2024		X0708	D	LIVE		
0002042057-24-000001	021-527756               	24-OCT-2024		X0708	D	LIVE		
0001984379-24-000001	021-486312               	24-OCT-2024		X0708	D/A	LIVE		
0001043039-24-000042	021-527755               	24-OCT-2024	6500	X0708	D	LIVE		
0002042348-24-000002	021-527627               	24-OCT-2024		X0708	D/A	LIVE		
0001898281-24-000001	021-527754               	24-OCT-2024		X0708	D	LIVE		
0002040858-24-000002	021-526445               	24-OCT-2024		X0708	D/A	LIVE		
0002036561-24-000001	021-527753               	24-OCT-2024		X0708	D	LIVE		
0001889788-24-000001	021-418400               	24-OCT-2024		X0708	D/A	LIVE		
0001837450-24-000001	021-527752               	24-OCT-2024		X0708	D	LIVE		
0000950123-24-009892	021-527751               	24-OCT-2024	3577	X0708	D	LIVE		
0001993926-24-000001	021-527750               	24-OCT-2024		X0708	D	LIVE		
0001976242-24-000001	021-481690               	24-OCT-2024		X0708	D/A	LIVE		
0002042362-24-000001	021-527749               	24-OCT-2024		X0708	D	LIVE		
0000919574-24-006007	021-495512               	24-OCT-2024		X0708	D/A	LIVE		
0002036506-24-000001	021-527748               	24-OCT-2024		X0708	D	LIVE		
0001200876-24-000025	021-527747               	24-OCT-2024		X0708	D	LIVE		
0001721936-24-000001	021-298407               	24-OCT-2024		X0708	D/A	LIVE		
0002037403-24-000001	021-527746               	24-OCT-2024		X0708	D	LIVE		
0001955150-24-000001	021-465211               	24-OCT-2024		X0708	D/A	LIVE		
0002005936-24-000001	021-527745               	24-OCT-2024		X0708	D	LIVE		
0002040457-24-000001	021-527744               	24-OCT-2024		X0708	D	LIVE		
0002041212-24-000001	021-527743               	24-OCT-2024		X0708	D	LIVE		
0001405086-24-000260	021-527742               	24-OCT-2024		X0708	D	LIVE		
0001405086-24-000259	021-97936                	24-OCT-2024		X0708	D/A	LIVE		
0001405086-24-000258	021-171955               	24-OCT-2024		X0708	D/A	LIVE		
0001405086-24-000257	021-137412               	24-OCT-2024		X0708	D/A	LIVE		
0002042485-24-000001	021-527741               	24-OCT-2024		X0708	D	LIVE		
0000950172-24-000446	021-527740               	24-OCT-2024		X0708	D	LIVE		
0002040046-24-000002	021-527739               	24-OCT-2024		X0708	D	LIVE		
0001405086-24-000256	021-365655               	24-OCT-2024		X0708	D/A	LIVE		
0001905431-24-000001	021-527738               	24-OCT-2024		X0708	D	LIVE		
0001405086-24-000255	021-463013               	24-OCT-2024		X0708	D/A	LIVE		
0001405086-24-000254	021-128624               	24-OCT-2024		X0708	D/A	LIVE		
0001405086-24-000253	021-228643               	24-OCT-2024		X0708	D/A	LIVE		
0000950142-24-002631	021-495211               	24-OCT-2024		X0708	D/A	LIVE		
0000950142-24-002630	021-495210               	24-OCT-2024		X0708	D/A	LIVE		
0001405086-24-000252	021-229005               	24-OCT-2024		X0708	D/A	LIVE		
0001405086-24-000251	021-295267               	24-OCT-2024		X0708	D/A	LIVE		
0001379462-24-000001	021-96109                	24-OCT-2024		X0708	D/A	LIVE		
0001405086-24-000250	021-208901               	24-OCT-2024		X0708	D/A	LIVE		
0000919574-24-006005	021-421980               	24-OCT-2024		X0708	D/A	LIVE		
0001861791-24-000002	021-497446               	24-OCT-2024		X0708	D/A	LIVE		
0001995602-24-000002	021-495556               	24-OCT-2024		X0708	D/A	LIVE		
0001925760-24-000001	021-527737               	24-OCT-2024		X0708	D	LIVE		
0002042332-24-000002	021-527736               	24-OCT-2024		X0708	D	LIVE		
0001213900-24-090334	021-527735               	24-OCT-2024		X0708	D	LIVE		
0002035534-24-000001	021-527734               	24-OCT-2024		X0708	D	LIVE		
0002042553-24-000001	021-527733               	24-OCT-2024		X0708	D	LIVE		
0002041462-24-000001	021-527732               	24-OCT-2024		X0708	D	LIVE		
0002039717-24-000001	021-527731               	24-OCT-2024		X0708	D	LIVE		
0002037447-24-000002	021-527730               	24-OCT-2024		X0708	D	LIVE		
0002028798-24-000002	021-517540               	24-OCT-2024		X0708	D/A	LIVE		
0002037447-24-000001	021-527729               	24-OCT-2024		X0708	D	LIVE		
0000897069-24-002037	021-527728               	24-OCT-2024		X0708	D	LIVE		
0001096906-24-002023	021-527727               	24-OCT-2024		X0708	D	LIVE		
0002041948-24-000001	021-527726               	24-OCT-2024		X0708	D	LIVE		
0002042370-24-000001	021-527725               	24-OCT-2024		X0708	D	LIVE		
0002041645-24-000001	021-527724               	24-OCT-2024		X0708	D	LIVE		
0001437749-24-032002	021-523328               	24-OCT-2024	6798	X0708	D/A	LIVE		
0002041601-24-000004	021-527723               	24-OCT-2024		X0708	D	LIVE		
0002042332-24-000001	021-527722               	24-OCT-2024		X0708	D	LIVE		
0001555730-24-000001	021-182766               	24-OCT-2024		X0708	D/A	LIVE		
0001462028-24-000001	021-130517               	24-OCT-2024		X0708	D/A	LIVE		
0002042385-24-000001	021-527721               	24-OCT-2024		X0708	D	LIVE		
0002042126-24-000001	021-527720               	24-OCT-2024		X0708	D	LIVE		
0002041036-24-000001	021-527719               	24-OCT-2024		X0708	D	LIVE		
0002041068-24-000001	021-527718               	24-OCT-2024		X0708	D	LIVE		
0000911420-24-000216	021-527717               	24-OCT-2024		X0708	D	LIVE		
0001481750-24-000001	021-138188               	24-OCT-2024		X0708	D/A	LIVE		
0002038467-24-000001	021-527716               	24-OCT-2024		X0708	D	LIVE		
0001096906-24-002020	021-527715               	24-OCT-2024		X0708	D	LIVE		
0001481751-24-000001	021-138191               	24-OCT-2024		X0708	D/A	LIVE		
0001502693-24-000001	021-148478               	24-OCT-2024		X0708	D/A	LIVE		
